"","Player Name","Position","BPM_Pred","Percentile","GP","MPG","PPG","REBPG","ASTPG","STLPG","BLKPG","TOPG","FG.","FT.","X3P.","TMIN","FGM","FGA","FTM","FTA","X3PM","X3PA","PTS","OR","DR","TREB","AST","TO","STL","BLK","Institution"
"231","HAYLEY BERFIELD","G",3.09530225874728,0.48,14,8.2,1.9,0.6,0.1,0.5,0,0.4,29,66.7,23.8,115,9,31,2,3,5,21,27,4,4,8,1,5,7,0,"High Point University"
"232","SYDNEY THURWALKER","G",3.09353663179103,0.48,7,5.9,0.7,1.9,0,0,0,0.1,22.2,50,0,41,2,9,1,2,0,2,5,7,6,13,0,1,0,0,"University of Evansville"
"233","HANNAH GIDDEY","F",3.0757290912279,0.48,8,3.6,0.9,0.5,0.4,0,0.1,0,60,50,0,29,3,5,1,2,0,0,7,0,4,4,3,0,0,1,"Oral Roberts University"
"234","SYDNEY WATKINS","G",3.07425628699982,0.48,29,9.8,3.2,0.6,0.3,0.2,0,0.4,32.7,0,36.1,285,32,98,0,0,30,83,94,0,16,16,8,12,5,0,"Manhattan College"
"235","SYDNEY WATKINS","G",3.07425628699982,0.48,15,5.2,0.3,0.7,0.2,0.6,0,0.3,20,50,0,78,2,10,1,2,0,0,5,4,6,10,3,5,9,0,"Manhattan College"
"236","KEMERY MARTIN","G",3.07396516943958,0.48,6,10.8,2.8,1.3,0.8,0,0,0.8,31.8,100,9.1,65,7,22,2,2,1,11,17,2,6,8,5,5,0,0,"University of Utah"
"237","DIABA KONATE","G",3.03942778845416,0.47,21,26.9,10,2.8,3.2,1.9,0,2.3,39.9,83.9,22.7,564,77,193,47,56,10,44,211,19,39,58,67,49,39,0,"Idaho State University"
"238","ALEXIS JOHNSON","F",3.02747363952737,0.47,27,12.6,3.6,3.5,0.6,0.5,0.1,0.7,34.2,46.2,23.5,339,40,117,6,13,12,51,98,19,75,94,17,19,14,3,"Marshall University"
"239","REBEKAH GORDON","F",3.0253364191651,0.47,28,9.1,1.3,1.3,0.3,0.2,0.1,0.3,31,53.8,25,255,13,42,7,13,4,16,37,10,27,37,8,8,5,2,"Central Michigan University"
"240","JADA RYCE","G",3.01541630996574,0.47,20,4.7,1.4,0.6,0.4,0.1,0,0.3,44,40,57.1,93,11,25,2,5,4,7,28,6,5,11,8,6,1,0,"East Tennessee State University"
"241","MYKAYLYN DAVIS","G",2.99676789976577,0.47,18,14.4,2.3,1.8,1.7,1.3,0.1,1.6,43.6,31.8,20,259,17,39,7,22,1,5,42,3,30,33,31,29,24,2,"Western Carolina University"
"242","JANEEN CAMP","C",2.98134942405709,0.46,26,16,6.8,6.7,0.4,0.7,1.9,1.8,55.8,47.8,0,417,77,138,22,46,0,0,176,70,104,174,11,47,17,49,"Coastal Carolina University"
"243","KAYLEN EVANS","G",2.94886952436292,0.46,19,5.7,0.7,0.7,0.3,0.2,0,0.5,21.1,41.7,9.1,108,4,19,5,12,1,11,14,3,10,13,5,10,3,0,"Loyola University Chicago"
"244","HALEE SMITH","G",2.92030688637099,0.46,24,4.8,1.4,0.5,0.3,0,0,0.5,56,100,44.4,115,14,25,2,2,4,9,34,7,6,13,6,11,1,0,"Quinnipiac University"
"245","ZAKIYA MAHONEY","G",2.91609887613224,0.46,22,25.8,13.6,5.4,1.2,1.6,0,2.3,39.6,64.3,29.6,568,105,265,74,115,16,54,300,63,56,119,27,51,36,0,"Mississippi Valley State University"
"246","ALISSA PILI","F",2.90536057815895,0.45,19,19.2,7.8,4.5,0.8,0.8,0.3,1.5,33.1,82.2,22.4,364,50,151,37,45,11,49,148,34,52,86,15,29,16,6,"University of Southern California"
"247","TATUM HAYES","G",2.89449004239039,0.45,27,28.5,5.7,2.3,1.9,1,0.2,2.2,26,100,24.4,769,53,204,17,17,30,123,153,16,45,61,50,60,26,6,"Bethune-Cookman University"
"248","SARA ZABRECKY","G",2.87673386562433,0.45,22,7.6,2.1,0.6,0.3,0.1,0,0.3,41,100,37.9,167,16,39,4,4,11,29,47,2,12,14,7,7,2,0,"St. John's University (New York)"
"249","LAFAEDRIA GREEN","F",2.86147894916841,0.45,13,6.9,1.6,2.2,0.5,0.3,0.1,0.5,40,16.7,0,90,10,25,1,6,0,0,21,12,17,29,6,7,4,1,"University of Louisiana at Lafayette"
"250","KOI LOVE","F",2.85370586640053,0.45,28,14.4,4.7,3.4,1,1.3,0.1,1.5,44.7,86.4,16.7,402,55,123,19,22,2,12,131,28,68,96,28,41,35,4,"University of Arizona"
"251","KIYA DORROH","F",2.83736149226313,0.44,26,9,1.1,1,0.2,0.3,0,0.5,29.7,66.7,30,235,11,37,4,6,3,10,29,8,19,27,5,14,7,1,"University of Missouri, Columbia"
"252","JAELYN BATTS","G",2.83596693146885,0.44,23,13.7,2.7,2.7,1.6,0.7,0.5,1.5,39,75,0,316,23,59,15,20,0,0,61,23,40,63,36,34,15,12,"Boston College"
"253","TAYLOR WILKINS","G",2.83471737467666,0.44,17,9.5,3.9,2.2,0.7,0.3,0.1,0.5,40.3,88.9,29,161,25,62,8,9,9,31,67,13,24,37,12,9,5,1,"McNeese State University"
"254","KYLEE BLACKSTEN","G",2.8104415783985,0.44,24,6.1,2,1,0.1,0.5,0.2,0.3,37,50,30,146,17,46,7,14,6,20,47,14,11,25,2,8,11,4,"University of Colorado, Boulder"
"255","TREASURE HUNT","G",2.80232345041089,0.44,30,23.9,6.9,4.6,1.4,0.5,0.7,1.7,35.4,53.2,25.8,718,74,209,42,79,17,66,207,57,82,139,42,50,16,21,"University of Kentucky"
"256","TRINITEE JACKSON","F",2.79942184173029,0.44,26,21,11.6,8.3,0.5,0.7,0,2.1,51.4,62.1,0,546,112,218,77,124,0,0,301,98,119,217,14,55,19,1,"Arkansas State University"
"257","LESILA FINAU","G",2.79781799408724,0.44,31,19.4,4.2,2.8,0.7,0.9,0.2,1.4,35.7,61.5,25,601,50,140,16,26,15,60,131,29,57,86,21,42,29,6,"University of Colorado, Boulder"
"258","SKYLAR BALTEZEGAR","F",2.79690688515002,0.44,26,20.8,7.2,5.8,1.1,0.7,1.3,2.6,45.5,45.9,0,540,80,176,28,61,0,0,188,40,111,151,29,67,17,33,"Charleston Southern University"
"259","CARA VANKEMPEN","G",2.79610121235652,0.44,30,14.9,2,1,0.5,0.3,0.3,0.8,34.3,100,29.2,448,23,67,1,1,14,48,61,0,29,29,15,23,8,8,"Valparaiso University"
"260","LEVOSSIE TAYLOR","F",2.78978087776823,0.44,12,8.2,2.5,1.6,0.5,0.5,0,0.3,47.1,87.5,0,98,8,17,14,16,0,0,30,7,12,19,6,4,6,0,"North Carolina A&T State University"
"261","VITA STAM","F",2.7827189976783,0.43,10,6.2,1,1.2,0.1,0.1,0.2,0.8,45.5,0,0,62,5,11,0,0,0,0,10,2,10,12,1,8,1,2,"University of North Carolina Wilmington"
"262","MARIE-LAETICIA ZIBA","G",2.77749941369271,0.43,15,11.5,1.7,2.5,0.2,0.4,0,1.2,35.3,0,18.2,172,12,34,0,4,2,11,26,9,29,38,3,18,6,0,"Sacred Heart University"
"263","KEMIA WARD","F",2.76499895058131,0.43,11,8.4,2.4,1.5,0,0.4,0.4,0.4,64.3,61.5,0,92,9,14,8,13,0,0,26,6,10,16,0,4,4,4,"Austin Peay State University"
"264","KYRA WHITE","G",2.72488893961841,0.42,25,12.2,1.3,1.4,1.1,0.4,0.3,1.4,47.6,73.3,33.3,304,10,21,11,15,1,3,32,4,30,34,28,34,10,8,"University of Southern California"
"265","KIARA BELL","F",2.72371639569013,0.42,25,16.9,6.1,4.6,0.5,0.9,0.4,1.5,31.9,75,0,422,60,188,33,44,0,3,153,62,53,115,12,38,22,9,"Long Island University"
"266","ITZIAR UGARTE","G",2.71285137804102,0.42,18,7,1.3,0.7,0.3,0.3,0,0.7,25.7,75,15.8,126,9,35,3,4,3,19,24,4,8,12,6,13,5,0,"Portland State University"
"267","JOIYA MADDOX","G",2.6886801473064,0.42,17,12.8,2.6,1.1,0.9,0.2,0.1,0.8,26.4,100,16.1,218,14,53,11,11,5,31,44,7,11,18,15,13,3,1,"Rutgers, The State University of New Jersey, New Brunswick"
"268","SKY THOMAS","F",2.67781037936798,0.42,6,2.2,0.7,0.7,0,0,0.2,0.2,100,0,0,13,2,2,0,0,0,0,4,1,3,4,0,1,0,1,"Hampton University"
"269","LANDRI HUDSON","G",2.6749073126401,0.42,8,2.8,0.3,0.6,0.3,0.4,0,0.3,25,0,0,22,1,4,0,0,0,2,2,1,4,5,2,2,3,0,"University of Wyoming"
"270","MIRACLE SAXON","F",2.67150451530905,0.42,24,21,5.8,3.3,0.8,1.1,0.3,1.3,38.7,69,28.6,503,53,137,20,29,14,49,140,18,60,78,19,32,27,7,"California State University, Bakersfield"
"271","FINLEY GARNETT","G",2.66081490448847,0.41,31,10.7,3.2,1.9,0.4,0.6,0.2,0.7,46.2,87.5,33.3,333,36,78,21,24,6,18,99,26,34,60,13,21,19,7,"Idaho State University"
"272","NYAH WILLIS","G",2.63666958235067,0.41,30,29.9,8.7,5.5,2.4,0.8,0.2,3,35,75.7,25.4,897,71,203,103,136,16,63,261,48,116,164,73,91,24,5,"Presbyterian College"
"273","BRANDY HUFFHINES","G",2.62793710640389,0.41,3,7,0.7,0,0,0.3,0,0.7,14.3,0,0,21,1,7,0,0,0,4,2,0,0,0,0,2,1,0,"Long Beach State University"
"274","MARY WILKINS","G",2.61578025473393,0.41,7,2.7,0.7,0.3,0.1,0.1,0.1,0.4,33.3,50,0,19,2,6,1,2,0,0,5,1,1,2,1,3,1,1,"Grambling State University"
"275","CLAIRE SUTHERLAND-CASE","F",2.60124535159174,0.4,24,21.4,6,4.5,0.6,0.5,0.8,1.2,30.5,78.7,30.2,513,39,128,48,61,19,63,145,36,72,108,14,29,11,19,"Central Connecticut State University"
"276","SYDNEY JAYNES","F",2.59973847528317,0.4,28,19.9,5.1,2.8,1.1,0.4,0.5,2,45.6,63.6,27.8,557,62,136,14,22,5,18,143,23,56,79,31,57,10,15,"Butler University"
"277","LOGAN COOK","F",2.57649486955839,0.4,13,7.3,0.8,2.1,0.5,0.1,0.1,0.8,33.3,75,0,95,4,12,3,4,0,3,11,3,24,27,7,10,1,1,"University of Iowa"
"278","KAMARIA GIPSON","C",2.5750282306806,0.4,28,14,2.6,2.9,0.3,0.4,0.7,1.1,45.6,43.5,0,393,31,68,10,23,0,0,72,32,48,80,7,31,10,19,"San Diego State University"
"279","SIERRA MORROW","F",2.56272679902868,0.4,25,25.2,6.4,5.4,0.7,0.6,1.6,1.5,45.1,52.2,28.6,631,64,142,24,46,8,28,160,40,95,135,18,38,16,40,"Bradley University"
"280","MADISON ROSHELLE","G",2.56076020025915,0.4,9,5.2,1.6,0.2,0,0.2,0,1.1,28.6,62.5,33.3,47,4,14,5,8,1,3,14,1,1,2,0,10,2,0,"Radford University"
"281","MARLEY LANGI","F",2.54496878534924,0.39,21,6.2,1.8,1,0,0.3,0,0.8,28.3,100,30,130,13,46,2,2,9,30,37,5,15,20,1,16,6,1,"University of California, Davis"
"282","NATALIE VILLAFLOR","G",2.52644766392818,0.39,26,16.7,4.6,2.2,0.8,0.8,0.1,0.8,32.9,69.6,29.7,434,46,140,16,23,11,37,119,20,37,57,20,21,21,2,"Robert Morris University"
"283","JAZMYN TURNER","F",2.50690357010711,0.38,18,5.8,2.6,1.7,0.2,0.2,0.1,0.4,58.6,61.1,25,105,17,29,11,18,1,4,46,13,17,30,3,7,4,1,"Ball State University"
"284","TAVY DIGGS","G",2.49439313687064,0.38,26,14.2,6,3.2,1.2,0.9,0.2,1.7,44.4,54.3,15.4,370,64,144,25,46,2,13,155,18,66,84,30,45,24,6,"Texas Christian University"
"285","CHANTELL GONZALEZ","C",2.47986652145457,0.38,5,3.8,0.6,0.4,0,0.2,0.2,0,14.3,25,0,19,1,7,1,4,0,0,3,0,2,2,0,0,1,1,"Siena College"
"286","ZOE MILLER","F",2.47088759112691,0.38,23,13.6,8.1,3,0.4,0.5,0.2,1.1,46.8,68.9,20,313,66,141,51,74,3,15,186,24,46,70,10,25,11,5,"Bowling Green State University"
"287","BRIANNA TINSLEY","G",2.46238229273202,0.38,29,20.5,5.3,1.6,1.8,0.8,0.1,2,32.7,87.1,30.7,595,50,153,27,31,27,88,154,7,38,45,52,57,22,2,"James Madison University"
"288","ALEXIS PRATT","G",2.45214526076325,0.38,26,25.9,5.3,2.9,2.3,1,0,2.5,27.9,58.1,0,674,46,165,43,74,0,24,137,18,58,76,60,66,27,0,"University of Nebraska Omaha"
"289","SELMA KULO","F",2.44879606399726,0.38,27,10,2.1,2.1,0.4,0.2,0.8,0.8,44.3,25,0,271,27,61,3,12,0,1,57,22,35,57,11,21,6,21,"Western Kentucky University"
"290","ALEXA WALLACE","G",2.43645952546432,0.37,14,10.9,1.6,1.6,0.6,0.2,0.1,1.3,35.3,64.3,20,152,6,17,9,14,1,5,22,6,17,23,8,18,3,2,"Monmouth University"
"291","SIOBHAN BOYLAN","G",2.4195648736389,0.37,28,11.3,2.1,1.3,0.5,0.5,0.2,0.6,26.5,75,27.3,315,18,68,15,20,9,33,60,6,31,37,13,16,14,6,"Marist College"
"292","JENNA KILTY","G",2.41930100664512,0.37,26,9.8,2.7,0.9,0.4,0.1,0.1,0.5,31.6,100,29.4,255,25,79,5,5,15,51,70,7,16,23,11,14,3,2,"Portland State University"
"293","NINA FARKIC","G",2.4065967751994,0.37,10,26,8.1,4.6,2.6,1.2,0.1,2,36.6,66.7,17.6,260,34,93,10,15,3,17,81,16,30,46,26,20,12,1,"University of Hartford"
"294","SAVANNAH DEWS","F",2.40210513053546,0.37,15,6.5,1,1.6,0.3,0.1,0.3,0.5,33.3,25,0,98,7,21,1,4,0,5,15,8,16,24,4,8,2,4,"Coastal Carolina University"
"295","CARLEY HUDSPETH","G",2.3959017745154,0.37,28,26.3,5.5,1.6,0.9,0.4,0.1,1.3,29.2,74.2,28.9,736,49,168,23,31,33,114,154,17,28,45,24,37,12,2,"University of Central Arkansas"
"296","LOREN CHRISTIE","F",2.3884798276964,0.37,34,20,5.3,4.4,0.5,0.4,1,1.4,45.1,68.6,24.1,681,69,153,35,51,7,29,180,42,106,148,16,46,12,35,"University at Buffalo, the State University of New York"
"297","CAITLIN MCGEE","F",2.38781566119731,0.37,32,13.4,3.3,3.1,0.6,0.4,0.5,1,51.2,50,20,428,41,80,21,42,1,5,104,50,49,99,18,33,13,17,"University of Mississippi"
"298","KYANNAH GRANT","G",2.37366441203601,0.36,26,32.5,6.9,2.2,2.2,1.2,0.1,2,42.9,76,37.2,844,63,147,38,50,16,43,180,6,51,57,57,52,30,3,"University of Tennessee at Martin"
"299","DAZIA POWELL","G",2.36360960507142,0.36,17,10.9,2.4,1.6,0.5,0.6,0,1.1,34.8,57.1,27.8,185,16,46,4,7,5,18,41,6,21,27,8,18,10,0,"University of North Carolina Wilmington"
"300","SARA MAJOROSOVA","G",2.35728397378151,0.36,16,8.9,1.6,0.4,0.4,0.3,0.2,1,26.7,70,15.4,142,8,30,7,10,2,13,25,0,6,6,7,16,5,3,"Southern Illinois University Edwardsville"
"301","TAYLOR WILLIAMS","F",2.34661190336009,0.36,28,24.1,11.9,8.6,0.9,1.6,1,2.3,42.8,54.1,21.1,674,130,304,66,122,8,38,334,47,195,242,26,63,45,29,"Bethune-Cookman University"
"302","TAYLOR WILLIAMS","F",2.34661190336009,0.36,27,23.7,8.1,3.3,1.7,1.1,0.3,3.6,41,58.5,33.3,639,77,188,62,106,3,9,219,23,67,90,46,98,31,8,"Bethune-Cookman University"
"303","ANABEL ELLISON","G",2.34627531976492,0.36,24,24.3,6.3,3.1,2.7,1.2,0.3,3,28.8,66.2,23,584,45,156,45,68,17,74,152,21,54,75,64,71,29,6,"Marist College"
"304","MADISON DEMSKI","F",2.34618207724807,0.36,31,17.2,5.5,2.2,0.5,0.2,0.1,1,42.9,66.7,31,533,63,147,22,33,22,71,170,26,41,67,16,32,5,3,"College of the Holy Cross"
"305","ALICJA FALKOWSKA","C",2.32765249811175,0.35,18,7.8,1.3,1.6,0.4,0.1,0.3,0.5,60,50,0,141,9,15,6,12,0,0,24,12,17,29,7,9,2,5,"California State University, Sacramento"
"306","TARA STAUFFACHER","F",2.32648500198517,0.35,29,12.7,2,1.7,0.4,0.3,0,0.6,31.4,83.3,21.4,368,22,70,5,6,9,42,58,16,32,48,13,16,8,1,"University of Wisconsin-Madison"
"307","JABRIA INGRAM","G",2.31891688532161,0.35,26,24.2,5.8,2.5,2.8,1.3,0.2,3.6,35,58.5,17.9,630,57,163,31,53,5,28,150,14,51,65,73,94,34,4,"University of Hartford"
"308","DESTINEE OBERG","F",2.30998087600594,0.35,19,6.6,1.4,1.6,0.8,0.1,0.2,0.3,48,33.3,0,126,12,25,2,6,0,0,26,11,19,30,15,5,1,3,"University of Arkansas, Fayetteville"
"309","SERAPHINE BASTIN","G",2.306820651796,0.35,25,28.6,7.6,6.6,4,1.5,0.3,2.9,38.4,82.8,9.1,716,56,146,77,93,1,11,190,74,92,166,101,72,38,7,"Wichita State University"
"310","ADAORA ONWUMELU","F",2.29887178299136,0.35,12,3.7,0.9,1.4,0,0.1,0.1,0.3,16.7,87.5,0,44,2,12,7,8,0,0,11,9,8,17,0,3,1,1,"Auburn University"
"311","ISABELLA GERACI","G",2.28541175958291,0.34,30,15.2,3.8,2.4,1.1,0.7,0,1.3,37.9,73.3,30.2,456,39,103,22,30,13,43,113,22,50,72,34,39,22,1,"Cleveland State University"
"312","CAITLYNN DANIELS","G",2.28524603046456,0.34,30,15.5,4,2.5,1.7,0.6,0.1,1.4,32,68.2,32.4,465,41,128,15,22,24,74,121,5,69,74,50,43,19,3,"University of Alabama at Birmingham"
"313","DENIJSHA WILSON","G",2.20575496612494,0.33,28,18.3,4.5,2,1.3,1.1,0.1,1.3,41.5,69.6,26.1,511,44,106,32,46,6,23,126,12,45,57,36,37,30,2,"University of South Carolina Upstate"
"314","TAKIYA HOWARD","G",2.19584876952567,0.33,14,3.1,0.5,0.7,0.1,0.1,0.1,0.3,28.6,42.9,0,44,2,7,3,7,0,0,7,3,7,10,1,4,1,1,"Murray State University"
"315","CHEYENNE TALBOT","G",2.19002162510362,0.33,21,8.6,1.5,0.9,0.3,0.4,0.2,0.5,29.4,68.8,0,180,10,34,11,16,0,2,31,9,9,18,7,10,8,5,"Siena College"
"316","OSHA CUMMINGS","G",2.17832167066148,0.33,17,4.2,0.5,0.5,0.1,0.1,0,0.4,30.8,33.3,0,71,4,13,1,3,0,3,9,2,7,9,2,6,2,0,"Northwestern State University"
"317","HELENA DELARUELLE","G",2.15173499258959,0.32,26,26.5,6.4,5.2,2.6,1.4,0,2.7,33.2,62.8,29,690,61,184,27,43,18,62,167,43,93,136,67,69,36,1,"University of New Hampshire"
"318","UNIQUE MILLER","C",2.14963274984322,0.32,24,26.8,8.4,7.4,1.2,0.5,0.5,2.4,44,63.5,0,644,77,175,47,74,0,2,201,49,129,178,28,58,13,13,"Delaware State University"
"319","C'ERRA MAHOLMES","F",2.12780714205326,0.32,24,11.1,3.4,1.8,0.2,0.7,0.2,0.8,36,71.4,14.7,267,31,86,15,21,5,34,82,12,32,44,4,20,16,4,"Oakland University"
"320","TRACEY HUESTON","F",2.07800924049343,0.31,21,7.6,1.8,1.3,0.1,0.3,0.3,0.8,43.2,50,37.5,159,16,37,2,4,3,8,37,9,18,27,2,16,7,6,"University of Pittsburgh"
"321","YAMANI PAUL","F",2.06964648571137,0.31,17,6.8,1.5,1.2,0.1,0.1,0,0.6,37.5,54.5,33.3,116,9,24,6,11,2,6,26,5,16,21,1,11,1,0,"Kennesaw State University"
"322","EMMA WAX","G",2.05320527390001,0.31,21,14,2.6,0.9,0.8,0.3,0.2,1,24.4,75,28,294,19,78,3,4,14,50,55,1,18,19,16,22,6,4,"Marist College"
"323","CARLY REYNOLDS","C",2.04481067519879,0.31,25,8.6,0.8,1,0.1,0.1,0.1,0.4,43.5,0,0,216,10,23,0,0,0,0,20,9,17,26,2,10,3,3,"Central Connecticut State University"
"324","JOSIE FILER","F",2.02977293437136,0.31,16,25.6,6.7,6.1,1,0.8,0.1,1.7,43.8,76.7,22.2,409,39,89,23,30,6,27,107,29,68,97,16,27,13,1,"University of Nebraska Omaha"
"325","NEYSA MUNGUIA","C",1.9730514551388,0.3,10,7.2,0.6,0.8,0.1,0.2,0.2,0.3,33.3,33.3,0,72,2,6,2,6,0,0,6,3,5,8,1,3,2,2,"California State University, Sacramento"
"326","KATERI POOLE","G",1.95425325794211,0.3,24,16.7,5,2.7,2.5,1,0.1,2.3,39,53.8,34.1,400,39,100,28,52,15,44,121,9,56,65,60,56,23,2,"The Ohio State University"
"327","MAYA WHITESIDE","F",1.95301118982863,0.3,6,8.8,1,1,0,0.2,0.2,0.5,20,100,0,53,2,10,2,2,0,2,6,2,4,6,0,3,1,1,"Long Island University"
"328","AMARIS BAKER","G",1.94953099379625,0.3,28,15.1,3,0.8,0.5,0.4,0,1,34.1,100,31.5,422,31,91,4,4,17,54,83,7,15,22,14,27,10,0,"Kennesaw State University"
"329","KOURTNEY WEBER","G",1.94425397006628,0.29,26,16.2,3.1,1.6,1,0.5,0.3,0.8,30.1,75,14.6,421,31,103,12,16,7,48,81,8,33,41,27,21,14,8,"Florida State University"
"330","CAROLINE STRANDE","G",1.93887148370579,0.29,10,5.3,1.5,0.4,0.2,0.2,0,0.2,41.7,71.4,0,53,5,12,5,7,0,3,15,0,4,4,2,2,2,0,"University of Minnesota, Twin Cities"
"331","TYRA BROWN","G",1.91785878979515,0.29,26,17.7,6.3,1.7,1.5,0.6,0,2,34,71.4,30.4,461,52,153,35,49,24,79,163,5,40,45,38,52,16,1,"Coastal Carolina University"
"332","ELIZABETH MARSICANO","F",1.91633597145193,0.29,22,16.7,5.2,2.5,1.3,0.2,0.5,1.2,46.3,68.4,37.8,367,44,95,13,19,14,37,115,15,39,54,28,27,5,12,"Saint Joseph's University"
"333","AYZHIANA BASALLO","G",1.89567758491552,0.29,24,13.5,4.8,1,1.3,0.1,0,1.1,35.3,87,37.9,325,36,102,20,23,22,58,114,6,18,24,31,27,2,1,"Arizona State University"
"334","JACORRIAH BRACEY","G",1.8894609002174,0.29,22,6.5,1.5,1,0.4,0.3,0,0.5,28.3,77.8,10,144,13,46,7,9,1,10,34,7,16,23,9,10,6,0,"University of Mississippi"
"335","JAYLA ADAMS","G",1.84656371436831,0.27,28,26.1,5.2,2.9,3.5,0.7,0.1,2.4,27.4,57.6,20,730,49,179,38,66,10,50,146,9,72,81,97,67,19,2,"George Mason University"
"336","BROOKE JESSEN","F",1.83388487190996,0.27,31,12.1,2.7,2.7,0.5,0.2,0.2,0.9,38.4,78.6,24.1,376,33,86,11,14,7,29,84,25,60,85,16,28,5,5,"The University of Texas Rio Grande Valley"
"337","REAGAN HUNE","G",1.83113889687473,0.27,17,6.5,2.9,0.9,0.1,0.3,0.1,0.5,46.5,66.7,28.6,111,20,43,8,12,2,7,50,2,14,16,1,9,5,2,"University of North Alabama"
"338","SOPHIA NOLAN","F",1.81071743052518,0.27,10,3.8,0.6,0.7,0.1,0.1,0,0.1,21.4,0,0,38,3,14,0,0,0,8,6,2,5,7,1,1,1,0,"St. John's University (New York)"
"339","KENDALL FOLLEY","G",1.80056401440391,0.27,28,18,4.3,1.8,1.7,0.9,0.1,1.5,35.1,61.3,25.6,505,46,131,19,31,10,39,121,7,44,51,48,42,24,2,"Oakland University"
"340","SHAKARA ANDERSON","G",1.79888056632511,0.27,15,5.3,0.6,1.1,0.5,0.3,0.1,0.3,7.7,83.3,0,80,2,26,5,6,0,8,9,5,11,16,7,4,4,2,"Gardner-Webb University"
"341","KAYLA WHITE","F",1.79858886623319,0.27,26,26,7.2,2.7,2,1.4,0.2,3.4,37.4,73.9,4,677,76,203,34,46,1,25,187,19,50,69,52,89,37,4,"Southern Methodist University"
"342","DANIELLE MONTELBANO","G",1.78856290513378,0.26,28,19.8,3.8,1.7,2.2,0.6,0.1,2.7,35.7,58.1,23.1,553,41,115,18,31,6,26,106,5,43,48,61,76,17,2,"Radford University"
"343","SHYAN MWAI","G",1.76179164420858,0.26,27,26.9,7.3,2.3,1.6,0.7,0.3,2.3,33.3,74.4,22.2,725,73,219,29,39,22,99,197,11,51,62,43,61,20,8,"Iona College"
"344","KAYLA MITCHELL","G",1.75912534591446,0.26,29,24.6,3.2,2.3,2.9,1,0,2.4,28,77.1,28.6,712,28,100,27,35,10,35,93,10,56,66,84,69,28,1,"Lamar University"
"345","JADA CLAUDE","F",1.7566028334295,0.26,28,31.4,13.6,7.1,0.7,0.6,0.4,2.4,40.8,73.8,21.3,879,145,355,79,107,13,61,382,63,135,198,20,68,16,11,"Morehead State University"
"346","RILEY CHILDS","F",1.75045448316286,0.26,16,21.7,5.9,6.7,0.8,1,0.6,1.9,34.4,76.2,34.3,347,33,96,16,21,12,35,94,17,90,107,12,30,16,9,"Boston University"
"347","JADA MOORE","G",1.70265544414879,0.25,29,11.6,2.3,2.1,0.9,0.5,0.2,1,34.6,66.7,21.4,337,27,78,8,12,6,28,68,16,45,61,27,28,14,5,"Kansas State University"
"348","ASHANTI LAVERGNE","C",1.66014751038739,0.24,27,12,1.7,2.3,0.2,0,0.6,0.5,36.4,63.6,0,323,16,44,14,22,0,1,46,18,43,61,6,14,1,17,"Grambling State University"
