"","Player Name","Position","BPM_Pred","Percentile","GP","MPG","PPG","REBPG","ASTPG","STLPG","BLKPG","TOPG","FG.","FT.","X3P.","TMIN","FGM","FGA","FTM","FTA","X3PM","X3PA","PTS","OR","DR","TREB","AST","TO","STL","BLK","Institution"
"349","SAULE KAUPYTE","F",1.65843019199854,0.24,6,2.7,0.5,1.3,0,0,0,0.3,20,50,0,16,1,5,1,2,0,1,3,6,2,8,0,2,0,0,"Monmouth University"
"350","THEA MIKKELSEN","G",1.6557990466469,0.24,14,5.1,1.6,0.6,0.3,0.1,0,0.4,27.8,64.7,16.7,71,5,18,11,17,1,6,22,4,5,9,4,6,2,0,"Long Beach State University"
"351","EDEN SAMPLE","G",1.65321837446177,0.24,13,3.2,0.8,0.5,0.2,0.1,0.1,0.1,26.7,33.3,0,42,4,15,2,6,0,8,10,4,2,6,2,1,1,1,"Old Dominion University"
"352","PARKER STAFFORD","F",1.62228766398198,0.24,29,8,1.4,2,0.6,0.5,0,0.6,39.5,41.2,0,231,17,43,7,17,0,0,41,33,26,59,17,17,15,0,"Eastern Illinois University"
"353","ASHLEY TUDOR","G",1.60484871640818,0.24,27,19.8,8.1,4.5,1.3,0.7,0.4,3.1,40,70.5,30.2,535,72,180,62,88,13,43,219,36,85,121,35,84,19,12,"Radford University"
"354","LEANDRA ECHI","G",1.60002655320208,0.23,31,23.9,3.9,3.8,1.4,1,0.3,1.8,41.2,64.4,0,740,42,102,38,59,0,2,122,35,82,117,43,56,30,10,"Sam Houston State University"
"355","MIA GRIZELJ","F",1.56984176316681,0.23,15,6,0.7,1,0.1,0,0.1,0.6,22.2,50,0,90,4,18,2,4,0,5,10,8,7,15,2,9,0,2,"Saint Mary's College of California"
"356","HAYLEY HARRISON","G",1.56763857354537,0.23,25,22.4,5,3,1.3,1,0.2,1.8,30,78.9,26.7,559,42,140,30,38,12,45,126,13,61,74,33,44,25,4,"University of Tennessee at Martin"
"357","ERIKA PORTER","F",1.56749514597361,0.23,23,13,4.2,2.3,0.3,0.3,0.9,1.1,52.2,57.4,0,299,35,67,27,47,0,0,97,23,31,54,6,26,7,21,"University of Illinois Urbana-Champaign"
"358","RONNI WILLIAMS","G",1.56701408971913,0.23,25,34,6.4,4.9,5.2,2.4,0.1,3.8,34.2,62.3,20,851,40,117,76,122,3,15,159,38,84,122,129,94,61,2,"Mississippi Valley State University"
"359","GIA THORPE","G",1.54540017783274,0.23,21,19,4.4,2.3,0.6,1.1,0.1,1.4,33,71.1,9.1,398,32,97,27,38,2,22,93,25,23,48,13,29,23,3,"Howard University"
"360","ARIANNA JOHNSON","F",1.51526662385529,0.22,9,4.4,1.2,0.6,0.1,0,0,0.3,55.6,100,0,40,5,9,1,1,0,1,11,2,3,5,1,3,0,0,"Niagara University"
"361","JESSICA PETERSON","C",1.51315230629905,0.22,22,8.5,2.4,2.7,0.2,0.1,0.6,0.9,52.4,44.4,0,186,22,42,8,18,0,0,52,28,31,59,5,19,3,14,"California State University, Fresno"
"362","PRIMA CHELLIS","F",1.50379570908374,0.22,31,20.9,6.5,5.1,1.5,1.4,0.1,2.1,44.8,72.8,20,648,65,145,67,92,3,15,200,63,96,159,45,65,42,4,"Southern Illinois University Edwardsville"
"363","TAYLOR LANGAN","G",1.49154273008521,0.22,9,26,6.6,4.9,1.4,0.8,0.3,2.2,37.3,71.4,19,234,25,67,5,7,4,21,59,17,27,44,13,20,7,3,"Colgate University"
"364","OLIVIA CLAYTON","F",1.47754894975223,0.22,12,5.8,0.5,1.3,0.1,0,0,0.5,25,0,0,69,3,12,0,2,0,1,6,7,8,15,1,6,0,0,"The University of Tulsa"
"365","D'SHARA BOOKER","F",1.47572274994943,0.22,26,17.3,8.3,5,0.5,0.2,0.1,1.1,65.5,54.7,0,450,93,142,29,53,0,0,215,45,84,129,12,29,6,3,"Austin Peay State University"
"366","JATYJIA JONES","G",1.4715171946328,0.22,25,12.4,3,1.9,0.4,0.3,0.1,0.8,40.3,70.6,37,309,27,67,12,17,10,27,76,18,30,48,10,19,8,2,"University of Memphis"
"367","JOHNE' STEWART","G",1.44627765376354,0.21,24,19,2.7,2.5,1.7,0.8,0.1,1.8,29.2,50,16,457,28,96,4,8,4,25,64,15,44,59,40,43,19,2,"Southeast Missouri State University"
"368","LARYN EDWARDS","G",1.41119501162968,0.21,18,19.9,2.7,2.2,1.7,0.8,0.1,1.3,35.1,63.6,9.1,358,20,57,7,11,1,11,48,15,24,39,31,23,14,2,"Loyola University Maryland"
"369","MICHELLE OJO","F",1.40732250649181,0.21,9,6.1,2.1,1.9,0.1,0.3,0.2,0.9,45.5,64.3,0,55,5,11,9,14,0,0,19,9,8,17,1,8,3,2,"George Washington University"
"370","HELEN STALEY","F",1.40238992103097,0.2,26,8.5,1.1,1.5,0.4,0.2,0.2,0.5,41.7,56.3,0,220,10,24,9,16,0,4,29,10,29,39,10,12,4,4,"Oakland University"
"371","KASEY KIDWELL","G",1.39733183933775,0.2,31,18.9,3.9,1.3,1.4,0.9,0,1.5,40.2,71.4,31.8,585,41,102,25,35,14,44,121,10,31,41,44,46,29,1,"Austin Peay State University"
"372","JASMEN WALTON","G",1.36759027952115,0.2,18,17.2,3.2,1.4,2.7,0.8,0,1.7,32.7,71.9,11.1,310,17,52,23,32,1,9,58,1,24,25,49,31,14,0,"North Carolina A&T State University"
"373","MICHELLE KOZICKI","C",1.33744969970578,0.2,24,8,2.2,1.8,0.2,0.3,0.1,0.3,36.1,66.7,9.1,193,22,61,8,12,1,11,53,19,24,43,5,8,7,2,"La Salle University"
"374","DAKOTA MCCAUGHAN","G",1.32741980398749,0.2,15,17.5,2.5,1.7,2.2,0.9,0,2.7,19.1,66.7,21.6,263,13,68,4,6,8,37,38,2,24,26,33,40,14,0,"University of South Carolina Upstate"
"375","ALEXIS WHITFIELD","F",1.29909590661253,0.19,21,11.8,3.5,1.8,1,0.4,0.3,1.1,43.8,46.2,23.1,247,32,73,6,13,3,13,73,9,29,38,20,23,9,6,"University of Washington"
"376","SAKERIA HARALSON","F",1.21261610186044,0.18,11,6,1.7,1.4,0.1,0,0.2,0.5,35,71.4,0,66,7,20,5,7,0,0,19,6,9,15,1,6,0,2,"Monmouth University"
"377","IMANI REID","F",1.19450807130498,0.18,26,20.7,5.1,4.9,0.7,0.7,0.2,1.4,45,57.1,14.3,537,54,120,24,42,1,7,133,48,80,128,17,36,17,6,"Bethune-Cookman University"
"378","KRISTINA MOORE","G",1.19267885890587,0.18,25,11,3.8,1.8,0.6,0.4,0.3,0.8,37.5,67.4,36.4,274,27,72,29,43,12,33,95,15,29,44,14,21,9,7,"University of Florida"
"379","KYLIE STROP","G",1.16523067944777,0.17,12,11.5,3.3,1.6,1,0.3,0,1.4,37,86.4,16.7,138,10,27,19,22,1,6,40,2,17,19,12,17,4,0,"North Dakota State University"
"380","ALEXIS ELQUIST","F",1.13898832548814,0.17,4,2.5,1,1.3,0.3,0,0,0,33.3,100,0,10,1,3,2,2,0,1,4,1,4,5,1,0,0,0,"University of Nevada, Reno"
"381","ERIN LOFARO","F",1.13565473881648,0.17,23,9.4,1.7,1.3,0.4,0.3,0,0.6,34.8,50,50,217,16,46,7,14,1,2,40,11,20,31,9,14,6,1,"University of Massachusetts Lowell"
"382","RUTH BALOGUN","G",1.12841050514182,0.17,23,7.8,1.9,2.1,0.3,0.2,0,0.6,44.7,57.1,33.3,180,17,38,8,14,1,3,43,15,34,49,6,13,4,1,"University of Central Arkansas"
"383","LACY ROBINS","G",1.11943536973039,0.17,29,16.6,3.3,1.7,1.8,1.7,0.3,2.1,39,72.7,23.8,480,39,100,8,11,10,42,96,9,40,49,51,60,48,10,"Tennessee State University"
"384","SHANNIAH WRIGHT","F",1.11180130356615,0.17,28,12.5,4.6,3.2,0.5,0.3,0.2,0.9,50.5,65.1,0,350,51,101,28,43,0,0,130,47,43,90,13,26,9,5,"Georgetown University"
"385","NYAGOA GONY","F",1.06773292122729,0.16,8,4.9,1.4,1.3,0.1,0.1,0.5,1,35.7,50,0,39,5,14,1,2,0,0,11,6,4,10,1,8,1,4,"Purdue University"
"386","GRACE HUNTER","G",1.0494190624999,0.16,25,20.5,9.3,1.9,1.5,0.6,0.3,2.5,35.6,80.3,26.4,513,80,225,53,66,19,72,232,12,35,47,37,63,15,8,"Florida International University"
"387","KEEGAN DOUGLAS","G",1.0422418031941,0.16,26,15,3,0.7,0.7,0.3,0,0.8,37.8,77.8,33.3,391,31,82,7,9,8,24,77,10,9,19,18,22,7,0,"Loyola University Maryland"
"388","MACY MCGLONE","F",1.03674748211487,0.16,30,9.1,2.3,2.5,0.3,0.4,0.3,1,46.6,88.2,0,273,27,58,15,17,0,2,69,30,44,74,9,30,11,8,"University of Wisconsin-Milwaukee"
"389","JENNA JORDAN","F",1.01522291213223,0.16,29,23.1,6.2,5.3,0.9,0.3,0.2,1.4,50.7,64.6,0,671,74,146,31,48,0,12,179,57,96,153,25,42,10,7,"Manhattan College"
"390","SHYMARYIA CHRISTOPHER","G",1.01440458544622,0.16,17,16.8,6.8,2.8,1.4,0.6,0.4,1.7,43.9,61.4,40,285,43,98,27,44,2,5,115,12,36,48,23,29,10,6,"Southeast Missouri State University"
"391","GRACEN WILLIAMS","G",0.9703531648642,0.15,25,15.6,2.6,2.2,1.6,0.8,0.1,2,30,75,16.7,389,18,60,27,36,2,12,65,14,41,55,39,49,19,2,"University of Louisiana Monroe"
"392","TAKIA DAVIS","F",0.964849254176544,0.15,21,7.4,3.1,2.2,0.4,0.4,0.4,0.8,58.7,50,0,155,27,46,11,22,0,0,65,30,17,47,8,17,9,8,"University of South Carolina Upstate"
"393","TAYLOR WILLIAMS","G",0.921664566156196,0.14,22,20.2,4.2,3.2,0.7,1.6,0.2,2.1,30.1,67.5,16.7,445,31,103,27,40,3,18,92,31,40,71,16,47,36,4,"Bethune-Cookman University"
"394","SHAWN MILLS","F",0.9109582879041,0.14,16,20.4,5.1,2.5,1,0.8,0.1,1.4,52.4,53.3,0,326,33,63,16,30,0,1,82,20,20,40,16,22,12,2,"Hampton University"
"395","BREAZIA ROBINSON","C",0.868661931069672,0.14,20,31.9,6,6.1,0.2,0.4,0.6,1.2,60,54.8,0,637,48,80,23,42,0,0,119,50,72,122,4,23,7,12,"Delaware State University"
"396","DESTINEE MARSHALL","G",0.854095059683693,0.14,23,22.3,6.1,1.7,2.3,0.7,0,2.4,35.3,52.2,30.9,514,54,153,12,23,21,68,141,7,32,39,53,56,15,1,"Radford University"
"397","ALANA DENSON","G",0.845526195935198,0.14,24,21.9,6.6,2.4,2.1,1.3,0.1,3.5,35.5,54.5,33.3,526,61,172,24,44,13,39,159,17,40,57,51,85,30,2,"Morehead State University"
"398","JELISSA REESE","G",0.82751927950803,0.13,6,4.3,0.3,1.2,0.3,0.2,0,0.7,7.7,0,0,26,1,13,0,0,0,1,2,6,1,7,2,4,1,0,"Troy University"
"399","AUDRA LEIPOLD","G",0.823095415905493,0.13,14,17.3,4.7,2.3,1.4,0.6,0,1.6,43.9,63.6,28.6,242,25,57,14,22,2,7,66,3,29,32,20,22,8,0,"Samford University"
"400","SHUNTORRI RODGERS","G",0.812048913042149,0.13,21,4,1.4,0.4,0.1,0.2,0.2,0.7,34.8,76.5,100,84,8,23,13,17,1,1,30,4,5,9,3,14,4,5,"Sam Houston State University"
"401","CORIAH BECK","G",0.808073861944866,0.13,28,8.1,3.3,0.9,0.4,0.2,0.1,0.8,39.8,65.4,33.3,227,35,88,17,26,5,15,92,9,15,24,12,22,6,2,"University of Memphis"
"402","ARIAH POWELL","G",0.798097838062592,0.13,24,9.6,1.8,0.8,0.8,0.6,0,1.2,28.3,53.3,19,230,15,53,8,15,4,21,42,9,11,20,20,29,14,0,"Texas A&M University-Corpus Christi"
"403","SIANNY SANCHEZ-OLIVER","G",0.771342677573682,0.13,15,32.1,8.7,3.8,2.7,0.9,0.1,4.9,31.1,59,20,481,51,164,23,39,5,25,130,7,50,57,40,73,14,1,"Delaware State University"
"404","TEDERIA ASHLEY","G",0.74829625671809,0.13,21,8.5,2,1.9,0.3,0.3,0.2,0.9,31.4,53.8,20,179,16,51,7,13,2,10,41,15,25,40,7,19,7,5,"Alabama State University"
"405","KAITLYN AMMONS","F",0.73636344929134,0.12,12,9.3,2.3,1,0.4,0.1,0.3,1.1,44.4,50,0,111,12,27,3,6,0,4,27,4,8,12,5,13,1,3,"DePaul University"
"406","AMANDA BLAKE","F",0.727130206393775,0.12,30,17.5,4.2,4.4,0.4,0.4,0.3,1.3,44.2,56.8,0,525,53,120,21,37,0,0,127,44,87,131,13,40,11,9,"University of North Carolina Asheville"
"407","TEIONNI MCDANIEL","G",0.716668784664855,0.12,19,10,2.9,1.2,1.3,0.5,0.1,1.4,48.9,72.7,16.7,190,23,47,8,11,1,6,55,4,19,23,24,27,10,1,"Northern Arizona University"
"408","SIERRA SMITH","F",0.695974650949797,0.12,25,13.6,2.8,4.2,0.4,0.6,0.3,1.7,41.7,40.9,0,339,30,72,9,22,0,2,69,42,62,104,11,42,15,7,"University of Hartford"
"409","LYA FARCY","G",0.695197284094711,0.12,20,25,5.5,2.8,2.5,1,0.3,2.8,39.3,57.1,22.7,499,48,122,8,14,5,22,109,16,40,56,50,55,19,5,"University of Hartford"
"410","JAYLA JOHNSON","G",0.67120123394921,0.12,10,3.7,0.9,0.8,0.1,0.2,0,0.2,37.5,75,0,37,3,8,3,4,0,1,9,4,4,8,1,2,2,0,"The University of North Carolina at Greensboro"
"411","EMILY ESPOSITO","G",0.667907669515164,0.12,19,27.3,6.4,3.1,2.3,0.6,0.3,2.5,33.3,76.5,23.4,519,49,147,13,17,11,47,122,11,47,58,44,47,12,6,"Boston University"
"412","ERIN HARRIS","G",0.640710769833203,0.12,14,10.4,1.6,1.3,0.6,0.9,0,1.1,23.1,76.9,0,145,6,26,10,13,0,7,22,6,12,18,8,16,12,0,"Northwestern State University"
"413","VICTORIA WOODS","F",0.637444197094396,0.12,19,7.1,1.9,2.1,0.1,0.2,0.2,0.5,52,52.4,0,134,13,25,11,21,0,0,37,19,20,39,2,9,3,3,"University of Louisiana Monroe"
"414","CENTURY MCCARTNEY","G",0.6357435310285,0.12,23,14.7,2.7,4.1,0.7,0.4,0.2,1.3,28.8,67.6,0,339,19,66,23,34,0,9,61,28,67,95,16,31,10,4,"Northeastern University"
"415","PARIS ATCHLEY","G",0.566301990031274,0.11,29,19,4,1.9,1,0.5,0,1.7,37.1,60.9,28.2,551,39,105,28,46,11,39,117,3,53,56,29,50,15,1,"University of Idaho"
"416","CHANTAE EMBRY","F",0.548028919921649,0.11,28,12.4,4.5,2.6,0.3,0.2,0,1,53.5,77.1,29.6,347,46,86,27,35,8,27,127,23,50,73,9,29,5,0,"Texas Tech University"
"417","ANTOANETA ALEXE","G",0.505761403168586,0.1,23,13.8,1.7,1.4,0.1,0.1,0,1.1,25.9,66.7,20,317,15,58,4,6,5,25,39,8,25,33,3,25,2,1,"Winthrop University"
"418","AZANA BAINES","G",0.493806511930368,0.1,31,20.4,5.2,6,1,0.3,0.4,1.8,53.8,46.5,0,632,71,132,20,43,0,1,162,53,132,185,31,56,10,11,"Virginia Polytechnic Institute and State University"
"419","SHIANNE JOHNSON","G",0.493081237871275,0.1,19,11.6,2.7,2.2,0.5,0.4,0.1,1.2,28.3,92.9,29.4,221,17,60,13,14,5,17,52,11,30,41,10,23,8,1,"Purdue University Fort Wayne"
"420","AKYIA BAKER","G",0.48644169129225,0.1,26,11.3,1.9,1,0.9,0.6,0,1.2,29.7,75,0,293,19,64,12,16,0,8,50,6,21,27,24,30,15,1,"University of Detroit Mercy"
"421","JALYN VAN DYKE","F",0.479428583636259,0.1,29,20.2,4.5,4.5,1.1,0.5,0.1,2.3,36.7,87.5,24.2,585,47,128,21,24,15,62,130,31,100,131,31,67,14,4,"Binghamton University"
"422","LAILA ACOX","F",0.44195192811286,0.1,11,6.7,2.2,2,0,0.5,0.4,1.5,33.3,40,0,74,9,27,6,15,0,2,24,13,9,22,0,16,6,4,"East Carolina University"
"423","JAZMYN WOMACK","G",0.430492086560463,0.1,24,10.6,3,2,0.3,0.3,0.2,0.9,31.8,81.8,19.5,254,27,85,9,11,8,41,71,17,32,49,6,22,8,4,"Nicholls State University"
"424","SYDNEY GOUARD","G",0.42698879613578,0.1,29,16.4,2.9,4.4,0.8,0.5,0.1,1.2,36.7,71.4,25,475,36,98,10,14,3,12,85,56,71,127,22,34,14,3,"Oakland University"
"425","AARONETTE VONLEH","F",0.387270060862389,0.09,16,7.4,4.3,1.7,0.1,0.4,0,0.3,61.5,33.3,0,119,32,52,5,15,0,1,69,20,7,27,1,5,6,0,"University of Arizona"
"426","RITA JAMES","G",0.383661325682144,0.09,27,11.7,1.1,1.6,1,0.4,0,1.4,23.1,63.6,0,316,12,52,7,11,0,5,31,12,31,43,28,39,12,0,"University of Central Arkansas"
"427","MORGAN BROWNING","G",0.360266866958341,0.09,28,24.5,3.3,2.1,1,0.4,0.2,1.5,29.8,62.9,32,686,31,104,22,35,8,25,92,21,38,59,29,42,12,6,"Morehead State University"
"428","AMAYA ADAMS","G",0.354437116265284,0.09,27,21.5,4.7,3.1,0.7,0.7,0.1,1.6,43.8,52.8,30.8,580,46,105,28,53,8,26,128,17,67,84,19,44,20,2,"East Tennessee State University"
"429","FARRAH PEARSON","F",0.34956415964856,0.09,26,18.9,4.3,3.2,1,0.5,0.2,1.9,33.1,68.3,22.2,492,39,118,28,41,6,27,112,23,61,84,25,50,14,5,"Alabama State University"
"430","HANNAH WHITE","G",0.349199030211575,0.09,29,15.9,3,1.8,1.4,0.4,0.1,1.7,33.7,73.3,21.7,462,30,89,22,30,5,23,87,12,40,52,42,48,13,2,"Alabama State University"
"431","MAKENNA WINANS","F",0.340723905302574,0.09,28,10.4,1.8,2.1,0.3,0.3,0.3,0.9,30.2,54.5,7.7,291,16,53,18,33,1,13,51,17,41,58,8,26,9,7,"Charleston Southern University"
"432","CHARIA ROBERTS","F",0.331730275524446,0.09,29,25.4,6.7,4,0.6,0.6,0.1,2.3,42.8,70.7,0,736,77,180,41,58,0,1,195,42,75,117,18,67,17,4,"Loyola University Maryland"
"433","FAITH BLACKSTONE","G",0.326966580581212,0.09,22,17.9,5,1.5,1.2,1,0.3,1.9,33.3,76.3,24.2,393,36,108,29,38,8,33,109,14,18,32,27,42,22,6,"North Carolina A&T State University"
"434","TYLER GRAY","G",0.258587297750875,0.08,11,5.2,0.9,0.6,0.3,0.4,0,0.5,21.4,40,0,57,3,14,4,10,0,3,10,4,3,7,3,6,4,0,"College of Charleston (South Carolina)"
"435","CLAIRA MCGOWAN","G",0.250877877958008,0.08,23,8.9,1.7,1,0.6,0.2,0,0.7,27.1,58.3,0,204,13,48,14,24,0,18,40,7,15,22,13,15,4,0,"Murray State University"
"436","FAITH PARAMORE","F",0.248246196699165,0.08,27,13.8,3,2.4,0.7,0.1,0.2,1.1,31.9,65,18.6,372,30,94,13,20,8,43,81,20,46,66,20,29,3,6,"Oral Roberts University"
"437","MALIYAH LOCKETT","G",0.245777188447998,0.08,31,11.6,1.9,1.4,0.5,0.2,0,0.7,39.4,42.9,0,360,26,66,6,14,0,5,58,11,32,43,16,23,7,1,"University of North Carolina Asheville"
"438","KELSIE WILLIAMS","F",0.233765422395568,0.08,20,10.4,2.6,2.2,0.5,0.7,0.3,1.2,36.2,56.3,0,207,21,58,9,16,0,1,51,13,30,43,10,24,13,6,"Southern Illinois University Edwardsville"
"439","RINNAH GREEN","G",0.063462162682213,0.07,25,13.8,3.2,1.5,1.7,0.4,0.3,1.9,33,56.3,25.9,345,32,97,9,16,7,27,80,4,34,38,43,47,10,8,"University of North Carolina Wilmington"
"440","MARGARITA SATINI","G",0.0264057283858267,0.07,22,8.2,1.6,0.9,0.5,0.2,0,0.8,29.7,73.7,0,180,11,37,14,19,0,5,36,3,17,20,10,18,4,1,"Southern Utah University"
"441","MARIA LLORENTE","G",-0.0358632097139949,0.07,27,15,4.1,1.4,2,1.3,0.1,2.3,37.4,52.9,26.3,404,40,107,27,51,5,19,112,12,25,37,53,63,36,2,"The University of Texas Rio Grande Valley"
"442","MAJEGANE BARRY","F",-0.0830855315758059,0.06,14,8.1,1.6,1.7,0,0.1,0.1,0.9,30.8,54.5,0,113,8,26,6,11,0,0,22,13,11,24,0,12,2,1,"University of New Orleans"
"443","OLIVIA POLLERD","F",-0.23448018065851,0.06,10,3.7,0.7,0.3,0,0,0,0.4,40,75,0,37,2,5,3,4,0,0,7,2,1,3,0,4,0,0,"University of Washington"
"444","JESSICA MARTINO","F",-0.331658588340426,0.06,29,5,3,1.2,0.2,0.1,0.1,0.9,49.1,50.9,75,146,28,57,28,55,3,4,87,14,20,34,6,26,4,3,"The University of Texas Rio Grande Valley"
"445","MIKALA HALL","G",-0.498559992601882,0.05,29,10.4,3,1.5,0.8,0.4,0.1,1.2,36,54.2,32.1,303,32,89,13,24,9,28,86,16,27,43,23,35,11,2,"Southern Illinois University Edwardsville"
"446","TALIA DAVIS","F",-0.516295009599456,0.05,26,15.2,4.5,2.5,0.3,0.2,0.1,1.4,39.8,48.6,25,396,49,123,18,37,2,8,118,28,36,64,7,37,5,2,"University of New Hampshire"
"447","JAMIR HUSTON","F",-0.51834737922225,0.05,8,18.9,7.4,5.1,0.4,0.5,0.4,1.8,45.7,70.8,0,151,21,46,17,24,0,5,59,17,24,41,3,14,4,3,"East Tennessee State University"
"448","BRIANNA LIVINGSTON","G",-0.566703298802323,0.05,24,11.6,3.8,1.8,0.3,0.5,0.3,1.4,42.9,65.4,33.3,278,36,84,17,26,3,9,92,17,26,43,8,33,12,7,"Monmouth University"
"449","SOPHIE BENHAROUGA","F",-0.585868334487338,0.05,18,7.8,2.3,1.8,0.3,0.3,0.2,1.7,29.6,54.5,23.5,141,16,54,6,11,4,17,42,9,24,33,5,30,5,4,"University of Hartford"
"450","TAIYE JOHNSON","C",-0.687922662114724,0.05,25,8.5,3.2,1.9,0.2,0,0.4,1.2,62.3,56.5,0,212,33,53,13,23,0,0,79,27,21,48,4,30,1,11,"Radford University"
"451","JORDAN ROGERS","G",-0.738505628453167,0.05,17,12.1,3.2,1.2,0.3,0.2,0.1,1.5,32.7,50,31.8,206,17,52,13,26,7,22,54,6,14,20,5,26,4,2,"Charleston Southern University"
"452","ASHLEY AUSTIN","G",-0.773560128780663,0.05,18,15.9,5.5,1.1,1.5,0.9,0.2,3.1,33,58.8,27.3,287,35,106,20,34,9,33,99,7,13,20,27,56,17,4,"Texas Southern University"
"453","MARISA LEE","F",-0.845652374577934,0.05,24,9.3,2.3,1.2,0.3,0.3,0.3,1.3,42.6,65.2,16.7,223,20,47,15,23,1,6,56,12,17,29,7,32,7,7,"University of Hartford"
"454","SHAYLA NELSON","F",-1.21622769324118,0.04,18,8.3,2.6,1.6,0.2,0.2,0,0.9,50,50,0,149,17,34,13,26,0,0,47,14,15,29,3,16,3,0,"North Carolina A&T State University"
"455","JESS FINNEY","G",-8.27216987597306,0.04,4,4.3,0,0.3,0.3,0,0,0.3,0,0,0,17,0,4,0,0,0,3,0,0,1,1,1,1,0,0,"University of Washington"
"456","JEANNA CUNNINGHAM","C",-8.42427471251207,0.04,4,3.5,0,0.8,0,0,1,0.5,0,0,0,14,0,1,0,0,0,0,0,0,3,3,0,2,0,4,"West Virginia University"
"457","CELIA SATTER","F",-8.89246886842255,0.03,3,2,0,0.7,0,0,0,0,0,0,0,6,0,3,0,0,0,2,0,1,1,2,0,0,0,0,"University of Richmond"
"458","AMAYA OLIVER","G",-9.09845327801284,0.03,13,3.1,0,0.5,0.2,0.1,0,0.3,0,0,0,40,0,5,0,0,0,3,0,1,5,6,2,4,1,0,"University of Southern California"
"459","GEORGIA BALDWIN","G",-9.22090457826887,0.01,4,2.8,0,0.5,0,0,0,0.3,0,0,0,11,0,2,0,2,0,0,0,1,1,2,0,1,0,0,"Eastern Kentucky University"
"460","ZANIYYAH ROSS-BARNES","F",-9.22090457826887,0.01,2,3,0,0.5,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,1,1,0,0,0,0,"Stony Brook University"
"461","SELMA EKLUND","G",-9.22090457826887,0.01,2,1,0,0.5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,"University of North Carolina Wilmington"
"462","TAMARA FOURNILLIER-ONADEKO","G",-9.22090457826887,0.01,1,3,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"University of Illinois Chicago"
"463","CASSIDY SAYLOR","G",-9.22090457826887,0.01,6,3.7,0,0.5,0,0,0,0.3,0,0,0,22,0,3,0,2,0,1,0,0,3,3,0,2,0,0,"Wagner College"
"464","MARYMARTHA TURNER","F",-9.22090457826887,0.01,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"Wofford College"
"465","MEKAYLA HOLLEY","G",-9.22090457826887,0.01,2,2.5,0,0.5,0,0,0,0,0,0,0,5,0,3,0,0,0,1,0,1,0,1,0,0,0,0,"University of Arkansas at Little Rock"
"466","GENESIS PARKER","G",-9.28293470290292,0.01,1,14,0,2,1,0,0,3,0,0,0,14,0,4,0,0,0,1,0,0,2,2,1,3,0,0,"Butler University"
